date,open,high,low,close,volume,title,description,title_sentiment,desc_sentiment,daily_change_pct,market_sentiment,next_day_change_pct,next_day_sentiment
2020-08-18 03:57:00,193.8,195.75,191.7,195.1,46273586.0,Central Bank of India appoints Ashwini K Shukla as Chief Risk Officer; stock ends higher,"Shukla has over 35 years of diversified experience in banking and was working as General Manager, Risk Management Department of State Bank of India, before his appointment in Central bank of India.",neutral,neutral,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 04:40:00,193.8,195.75,191.7,195.1,46273586.0,Sebi’s penalty of Rs10 lakh on SBI fails to damp investors sentiment,The penalty was imposed for non-compliance in holding more than the prescribed limit of equity shares in UTI Asset Management and UTI Trustee Private Ltd.,negative,negative,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 07:30:00,193.8,195.75,191.7,195.1,46273586.0,"Top stocks in focus: Bandhan Bank, ZEE Entertainment, SBI, RBL Bank",Check out the stocks that will be in focus during trade today based on recent and latest news developments.,neutral,neutral,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 08:10:43,193.8,195.75,191.7,195.1,46273586.0,"Stocks to Watch: HDFC Bank, Yes Bank, SBI Card, HFCL, Force Motors, HAL, ZEEL",Two US-based law firms have announced independent investigations to build securities-fraud class-action lawsuits against HDFC Bank,neutral,neutral,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 09:19:00,193.8,195.75,191.7,195.1,46273586.0,"Stocks in news: YES Bank, Bandhan Bank, SBI Card, Quess Corp, Indiabulls Real Estate","Stocks to watch today on August 18: YES Bank, Bandhan Bank, SBI Card, Quess Corp, Indiabulls Real Estate among others are the top stocks to watch out for in Tuesday’s trading session",neutral,neutral,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 10:06:00,193.8,195.75,191.7,195.1,46273586.0,Trending stocks: SBI shares dip nearly 1%,Shares of State Bank of India traded 0.44 per cent down in trade at 10:04AM on Tuesday.,neutral,negative,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 10:36:34,193.8,195.75,191.7,195.1,46273586.0,"Business Live: Stocks rise; India’s GDP to shrink 16.5% in Q1, says SBI report","Updates from the world of economy, markets, and finance",positive,neutral,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 11:16:00,193.8,195.75,191.7,195.1,46273586.0,"SBI mutual funds: The next decade should be a lot better, says Navneet Munot, CIO, SBI Mutual Fund","The narrative on valuations globally has changed from looking at P/Es to looking at equity risk premiums (ERPs) in the context of low yields. Gold should be used as a hedge in portfolio against any potential risk from higher inflation, deflation or geopolitical risk, says Navneet Munot.",positive,neutral,0.670794633642922,neutral,0.4073319755600728,neutral
2020-08-18 12:35:49,196.4,200.3,195.9,197.2,59243898.0,"SBI General Insurance Launches ‘Shagun – Gift an insurance’ policy: Check features, benefits","The policy can be gifted to anyone you want, which means it is not necessary for the policy buyer to be related to the insured.",neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-18 13:24:17,196.4,200.3,195.9,197.2,59243898.0,"RIL shares worth Rs 4,500 cr sold by mutual funds; SBI, HDFC funds top sellers in July","Despite trimming their stake in the Mukesh Ambani led conglomerate, the value of holding increased by Rs 7034 crore.",neutral,positive,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-18 14:31:00,196.4,200.3,195.9,197.2,59243898.0,"Prashant Kumar to get Rs 2.85 crore as MD, CEO of Yes Bank","Kumar joined the bank after retiring as the chief financial officer of SBI, after the Yes Bank’s board was replaced by the government and the Reserve Bank to protect interests of the depositors as the financial position of the bank became precarious",neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-18 19:45:47,196.4,200.3,195.9,197.2,59243898.0,SBI Online: How to register for SBI net banking online? Here is complete guide,"SBI Net Banking Online, SBI internet banking registration online: Here’s how you setup your SBI Internet Banking account in a few simple steps, without leaving your home.",neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 05:30:00,196.4,200.3,195.9,197.2,59243898.0,2 Swing Trades,"Shares Analysis by Dinesh Sharma covering: Aurobindo Pharma Ltd., State Bank Of India. Read Dinesh Sharma’s latest article on Investing.com India.",neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 07:00:00,196.4,200.3,195.9,197.2,59243898.0,"Yes Bank repays Rs 35,000 crore to RBI, balance to be paid within deadline, says Chairman",Yes Bank was rescued by a clutch of lenders led by SBI in March. This was following a near financial collapse of the lender on account of the alleged financial irregularities and careless lending by previous management under founder Rana Kapoor,neutral,negative,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 07:26:20,196.4,200.3,195.9,197.2,59243898.0,"Rural recovery could slow down as cases rise, says Ghosh","The surge in share of rural districts in new covid cases from 23% in April to 54% in rural areas could put a spanner in the works of India Inc., which was banking on rural recovery for an economic revival at the national level, says SBI chief economic adviser Soumya Kanti Ghosh",negative,positive,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 08:33:00,196.4,200.3,195.9,197.2,59243898.0,UTI Trustee Company: T Rowe Price to hike stake in UTI Trustee Company to 51%,"T Rowe Price, already the biggest shareholder in UTI Mutual Fund, will acquire a portion of the shareholding of Life Insurance Corporation (LIC), State Bank of India (SBI) and Bank of Baroda (BoB) in the trustee company.",positive,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 09:47:00,196.4,200.3,195.9,197.2,59243898.0,"SBI to raise up to Rs 10,000 crore through issue of tier-II bonds","The tier-II bonds are expected to offer 6.65-6.75 per cent, with a 15-year maturity, said two people with direct knowledge of the matter. The proposed bonds will likely come up for bidding on the electronic platform of stock exchanges on Wednesday.",neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 09:56:13,196.4,200.3,195.9,197.2,59243898.0,"Sensex, Nifty look to gain for third-day straight; SBI, Bajaj Auto top gainers on Dalal Street","Sensex and Nifty continued to march upwards, opening with gains on Wednesday morning. The benchmark indices entered Wednesday’s trading session on the back of two days of consecutive gains.",positive,positive,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 10:02:10,196.4,200.3,195.9,197.2,59243898.0,Good news for SBI Savings Account holders! These charges have been removed for customers,The bank has informed that now the savings account holders don’t have to pay charges for SMS service and non-maintenance of monthly average balance.,neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 10:12:00,196.4,200.3,195.9,197.2,59243898.0,Trending stocks: SBI Card shares gain nearly 1%,"A total of 60,367 shares changed hands on the counter till 10:08AM (IST).",positive,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 10:35:33,196.4,200.3,195.9,197.2,59243898.0,"Sensex Jumps Over 200 Points in Early Trade; Nifty Tests 11,450","SBI was the top gainer in the Sensex pack, rising around 2 per cent, followed by L&T, M&M, ICICI Bank, Sun Pharma, Axis Bank, ITC and Bajaj Auto. On the other.",neutral,positive,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 11:43:00,196.4,200.3,195.9,197.2,59243898.0,PSBs rally on privatisation buzz; Nifty PSU Bank index up 2%; PNB gains 4%,"Canara Bank, Bank of Maharashtra, Bank of Baroda, and State Bank of India surged between 2.6 per cent and 6 per cent in the intra-day trade today",positive,positive,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 11:49:26,196.4,200.3,195.9,197.2,59243898.0,How SBI account holders can withdraw cash at ATMs without debit cards,SBI allow customers to withdraw cash from ATMs without using debit cards.Cardless cash withdrawals come with a daily transaction limit,neutral,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 11:57:00,196.4,200.3,195.9,197.2,59243898.0,"SBI gains 2% as bank looks to raise Rs 10,000 crore via bond sale","This is the first bond sale by the countrys biggest mass-lender and is expected to draw large domestic institutional investors, such as LIC and the Employees Provident Fund Organisation (EPFO).",positive,neutral,0.4073319755600728,neutral,0.4639175257731988,neutral
2020-08-19 12:57:00,194.0,196.35,193.25,194.9,37459813.0,"Share Market News Live: Sensex rises 150 points, Nifty at 11,430; SBI, Indian Oil, GAIL top gainers",Dalal Street today: Global equities were buoyed today as positive macroeconomic data flow and hopes of a COVID-19 vaccine boosted investor sentiment.,positive,positive,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 13:06:00,194.0,196.35,193.25,194.9,37459813.0,"SBI share gains 3% as lender to raise Rs 10,000 crore via bond sale","State Bank of India (SBI) share price rose almost 3% on Tuesday amid reports that the lender would raise Rs 10,000 crore through sale of bonds. State Bank of India share gained 2.61% to the intraday high of Rs 200.2 on BSE against the earlier close of Rs",positive,positive,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 13:37:40,194.0,196.35,193.25,194.9,37459813.0,"SBI says no minimum balance penalty, SMS charges on all savings accounts","SBI savings account customers don’t need to pay for SMS charges, the bank said",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 13:40:00,194.0,196.35,193.25,194.9,37459813.0,"Stocks in news: IDBI Bank, Indiabulls Real Estate, YES Bank, RIL, SBI","Stocks to watch today on August 19: IDBI Bank, Indiabulls Real Estate, YES Bank, RIL, SBI among others are the top stocks to watch out for in Wednesday’s trading session",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 15:18:25,194.0,196.35,193.25,194.9,37459813.0,"No charges for SMS service, non-maintenance of monthly average balance for all SBI saving account holders","Bringing relief for lakhs of customers, India’s largest lender State Bank of India has announced that now customers will not have to pay charges for SMS service and non-maintenance of monthly average balance. “Good news for SBI Savings Account holders!",neutral,negative,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 15:27:15,194.0,196.35,193.25,194.9,37459813.0,Where should I invest to create a corpus of ₹100 crore in 30 years?,I am investing in Parag Parikh Long Term Equity Fund and SBI Small Cap Fund.Present value of my investments is ₹23 lakh,neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 16:51:19,194.0,196.35,193.25,194.9,37459813.0,SBI prices India’s largest tier 2 rupee bond offering,"SBI will raise ₹8,931 crore through 15-year bonds that comply with Basel III capital norms.The notes carry a coupon of 6.80%, the lowest pricing on such debt issued by any lender since the country started implementing the stringent capital norms in 2013",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 18:58:00,194.0,196.35,193.25,194.9,37459813.0,State Bank of India prices largest tier 2 rupee bond offering,"Indias largest bank will raise 89.31 billion rupees ($1.19 billion) through 15-year bonds that comply with Basel III capital norms, according to a person familiar with the matter.",neutral,positive,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 18:58:00,194.0,196.35,193.25,194.9,37459813.0,"SBI raises Rs 9,000 crore via this year’s first bond sale","Bonds offered 6.80 percent with 15-year maturity. Investors will have a call option, which can be exercised after 10 years, allowing investors to exit before maturity.",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 20:11:00,194.0,196.35,193.25,194.9,37459813.0,"Former HC judge, ex-SBI MD appointed to Karnataka Bank board","Private lender has appointed Justice AV Chandrashekar and Pradeep Kumar Panja as additional directors at its board meeting.Chandrashekar is a former judge of the Karnataka high court and Panja is a career banker, retired as managing director of SBI.",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 20:21:56,194.0,196.35,193.25,194.9,37459813.0,"If spectrum sale not allowed, RCom will be go into liquidation, CoC tells SC","The SBI led Committee of Creditors (CoC) for Reliance Communications (RCom) told the Supreme Court on Wednesday that if spectrum sale is not allowed, then the telecom company will find itself going into liquidation",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 21:27:19,194.0,196.35,193.25,194.9,37459813.0,"If spectrum sale not allowed, RCom will be going into liquidation: SBI-led Committee of Creditors tells SC","The CoC told the top court that RCom is not seeking to run away from Adjusted Gross Revenue (AGR) related dues by hiding itself behind Insolvency and Bankruptcy Code (IBC) but the telecom company owes over Rs 42,000 crore to the banks.",neutral,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 21:44:15,194.0,196.35,193.25,194.9,37459813.0,New Pension Scheme: Kerala HC allows SBI’s appeal against Union,"The High Court of Kerala has held that the introduction of a contributory pension scheme in respect of all employees who entered service of State Bank of India (SBI) on or after August 1, 2010, is le",positive,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 22:55:36,194.0,196.35,193.25,194.9,37459813.0,"SBI raises ₹8,931 cr via bond sale",The Tier-II bonds with a maturity of 15 years were raised at a coupon rate of 6.8%. The credit spread stood at 35.5 basis points over the corresponding government security yield,neutral,positive,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-19 23:41:57,194.0,196.35,193.25,194.9,37459813.0,State Bank Prices India’s Largest Tier 2 Rupee Bond Offering,State Bank of India is looking to boost its capital buffers amid the worsening financial health of domestic companies.,neutral,positive,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-20 00:11:00,194.0,196.35,193.25,194.9,37459813.0,"State Bank of India looks to raise Rs 8,931 crore via tier-II bonds",The lender is selling the bonds at a time when Indias banking sector is saddled with the worlds worst debt pile,positive,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
2020-08-20 02:00:00,194.0,196.35,193.25,194.9,37459813.0,"SBI raises Rs8,931cr through Tier-II bond sale; stock plunges 4%",SBI offered Tier-II bonds at a coupon rate of 6.8% having a maturity of 15 years.,negative,neutral,0.4639175257731988,neutral,-0.4020100502512619,neutral
