date,open,high,low,close,volume,title,description,title_sentiment,desc_sentiment,daily_change_pct,market_sentiment,next_day_change_pct,next_day_sentiment
2017-12-27 13:00:35.003,248.8,266.8,248.0,266.0,21235478.0,"DLF promoters conclude Rs 9,000-crore deal with GIC","With the closure of this deal, DLF promoters have received Rs 8,950 crore from GIC and another Rs 1,600 crore from the rental arm, DLF Cyber City Developers Ltd (DCCDL).",positive,positive,6.91318327974276,positive,-1.9238023387401064,negative
2017-12-27 13:00:49.963,248.8,266.8,248.0,266.0,21235478.0,Deals Buzz: Uber reportedly selling US auto-leasing business to start-up Fair,"In other news, DLF announced that its promoters have concluded the sale of 33.34% stake in its rental arm to sovereign wealth fund GIC for nearly Rs9,000 crore",neutral,positive,6.91318327974276,positive,-1.9238023387401064,negative
2017-12-27 13:01:57.212,248.8,266.8,248.0,266.0,21235478.0,"DLF promoters conclude nearly Rs9,000-crore deal with GIC","DLF announces that its promoters have concluded the sale of 33.34% stake in its rental arm to sovereign wealth fund GIC for nearly Rs9,000 crore",positive,positive,6.91318327974276,positive,-1.9238023387401064,negative
2017-12-28 13:00:14.328,265.1,266.3,257.0,260.0,13706825.0,"Stake-sale: DLF concludes ₹9,000-cr deal with GIC","In a bid to reduce its debt, realty major DLF Ltd has concluded the sale of 33.34 per",neutral,neutral,-1.9238023387401064,negative,-0.5588745423010171,neutral
2017-12-28 13:03:25.439,265.1,266.3,257.0,260.0,13706825.0,"DLF looks to raise Rs3,500 crore via debentures, warrants to promoters","DLF shareholders have approved the issue of debentures and warrants to promoters in lieu of Rs11,250 crore equity infusion into the company to reduce debt",positive,positive,-1.9238023387401064,negative,-0.5588745423010171,neutral
2017-12-29 18:01:31.814,265.1,266.3,257.0,260.0,13706825.0,"Promoters infuse Rs9,000 crore in DLF post closure of GIC deal",DLF’s board has allotted to promoters nearly 38 crore compulsorily convertible unsecured debentures of Rs217.25 each on a preferential basis,neutral,neutral,-1.9238023387401064,negative,-0.5588745423010171,neutral
2018-01-05 13:01:12.977,258.35,265.25,257.6,259.55,7233252.0,Urban Reality: Will 2018 give exit opportunities to stuck property investors?,"CNBC-TV18's Manisha Natarajan catches up with Rajeev Talwar, Chairman NAREDCO and CEO DLF, Niranjan Hiranandani, Co-founder & MD, Hiranandani Group, Irfan Razack, CMD, Prestige Group and Anuj Puri, Chairman at ANAROCK Property Consultants to find what 2018 holds for home buyers and investor who love dabbling in property.",positive,positive,0.4644861621830805,neutral,-0.1917177914110429,neutral
2018-01-10 13:02:50.693,269.0,273.8,267.35,270.4,6514491.0,Supreme Court upholds order against demolition of DLF’s housing project in Kochi,The Kerala State Coastal Zone Management Authority had appealed to the Supreme Court challenging the Kerala high court’s decision permitting DLF to go ahead with its housing project,positive,positive,0.5204460966542667,neutral,-1.2003693444136658,negative
2018-01-11 18:01:02.011,270.75,271.9,262.75,267.5,5822247.0,"SC order on DLF project in Kerala could set wrong precedent, say experts",Experts say Supreme Court’s permission for DLF to regularize its housing project build along the eco-sensitive Chilavannur backwaters near Kochi could set a wrong precedent,negative,negative,-1.2003693444136658,negative,-1.0798733941538017,negative
2018-01-17 13:02:36.412,263.4,264.9,246.8,250.0,6750132.0,FirstCry may acquire Mothercare franchisee rights from DLF brands,"Mothercare is the latest brand after Mango, Forever 21and Sephora among other global labels to change hands from DLF Brands.",positive,neutral,-5.087319665907357,negative,-0.2008032128514056,neutral
2018-01-24 13:17:55.386,256.95,261.45,252.6,254.4,5913490.0,DLF aims to make development arm zero net-debt company,"The company has already repaid debt worth ₹3,000 crore on December 29 from about ₹9,000 crore received from promoters following their 33.34% stake sale in rental arm DLF Cyber City Developers Ltd (DCCDL).",neutral,positive,-0.9924109748978336,negative,-0.7252058016464109,neutral
2018-02-13 13:01:26.214,239.7,238.5,229.7,230.25,8062578.0,What to Watch: 200 cos will declare results on Tuesday," With this quarter’s results season approaching its end, close to 200 companies are set to announce their results on Tuesday. Among these are Amrutanjan, Bajaj Hindusthan, Crisil, DLF, DPSC, Fortis He",neutral,neutral,-3.9424280350438,negative,-0.3218884120171674,neutral
2018-02-14 13:01:58.613,233.0,235.4,227.9,232.25,5411997.0,"DLF Q3 profit rises 42-fold to Rs4,111.95 crore due to a one-time gain","The Q3 profit includes one-time pre-tax gain of Rs8,569 crore due to restatement of DLF’s investment in DLF Cyber City, which is now being accounted as a joint venture instead of a subsidiary",positive,neutral,-0.3218884120171674,neutral,-3.030303030303035,negative
2018-02-15 13:01:04.102,232.65,234.3,224.3,225.6,6520498.0,"DLF pulls itself out of its debt trap, but revival in sales is key",The next few quarters are likely to see asset transfers and monetization in DLF and its joint venture with GIC reshape the balance sheet,neutral,positive,-3.030303030303035,negative,-0.4001778568252582,neutral
2018-02-18 18:00:59.599,224.9,225.45,218.25,224.0,7622327.0,"DLF plans to sell ready-to-move-in flats worth Rs15,000 crore in 3-4 years","DLF has initiated the process to start construction of its housing project at Moti Nagar in central Delhi; out of Rs15,000 crore worth of housing units, around Rs9,000-10,000 crore inventories are in Gurgaon",neutral,neutral,-0.4001778568252582,neutral,0.4471272076905879,neutral
2018-02-19 13:01:22.969,223.65,227.5,221.5,224.65,5713667.0,"DLF plans to sell Rs 15,000 crore completed flats in 3-4 years","Out of Rs 15,000 crore worth of housing units, around Rs 9,000-10,000 crore inventories are in Gurugram.",neutral,neutral,0.4471272076905879,neutral,-2.715231788079473,negative
